V1 V2 V3 V4
9714 chr6 112481905 112482448 cell1_MACS_peak_44004
2095 chr6 112684039 112684371 cell1_MACS_peak_44007
9668 chr6 112722275 112722656 cell1_MACS_peak_44008
8553 chr6 113368225 113368713 cell1_MACS_peak_44018
3175 chr6 113398898 113399377 cell1_MACS_peak_44019
4098 chr1 248176515 248176987 cell1_MACS_peak_4402
4923 chr6 113503948 113504260 cell1_MACS_peak_44021
375 chr6 113682063 113682819 cell1_MACS_peak_44025
6189 chr6 113686253 113686819 cell1_MACS_peak_44026
6241 chr6 113768254 113768766 cell1_MACS_peak_44027
8507 chr6 113786179 113786542 cell1_MACS_peak_44028
5673 chr1 248207607 248207843 cell1_MACS_peak_4403
1946 chr6 113792074 113792447 cell1_MACS_peak_44030
6682 chr6 113953335 113954053 cell1_MACS_peak_44036
4404 chr6 114466050 114466760 cell1_MACS_peak_44046
6348 chr6 114488663 114489653 cell1_MACS_peak_44047
4116 chr6 114688045 114688492 cell1_MACS_peak_44052
3240 chr6 114740427 114740799 cell1_MACS_peak_44055
1789 chr6 115104192 115104631 cell1_MACS_peak_44058
1622 chr6 115183898 115184438 cell1_MACS_peak_44060
676 chr6 115538029 115538303 cell1_MACS_peak_44062
3600 chr6 115719816 115720108 cell1_MACS_peak_44064
6913 chr6 116392059 116392671 cell1_MACS_peak_44078
1037 chr6 116952540 116953133 cell1_MACS_peak_44087
9075 chr6 117648814 117649139 cell1_MACS_peak_44098
5261 chr10 179289 179925 cell1_MACS_peak_4410
8988 chr6 118373049 118373423 cell1_MACS_peak_44108
9290 chr10 312950 313563 cell1_MACS_peak_4411
6388 chr6 118599953 118600286 cell1_MACS_peak_44112
5511 chr6 118664790 118665574 cell1_MACS_peak_44113
5600 chr6 118816789 118817110 cell1_MACS_peak_44117
2931 chr6 119016291 119016738 cell1_MACS_peak_44118
8612 chr10 369816 370318 cell1_MACS_peak_4412
9060 chr6 119493846 119494415 cell1_MACS_peak_44133
8096 chr6 119645029 119645610 cell1_MACS_peak_44142
2361 chr6 119845514 119846039 cell1_MACS_peak_44148
9139 chr6 119894679 119895038 cell1_MACS_peak_44149
8815 chr6 119982716 119983235 cell1_MACS_peak_44150
2384 chr6 120301994 120302331 cell1_MACS_peak_44153
1336 chr6 120705796 120706277 cell1_MACS_peak_44159
2754 chr6 120726418 120726905 cell1_MACS_peak_44160
3313 chr6 121175782 121176090 cell1_MACS_peak_44168
8172 chr10 758043 758897 cell1_MACS_peak_4417
3411 chr6 121329844 121330114 cell1_MACS_peak_44171
2133 chr6 121543923 121544287 cell1_MACS_peak_44174
862 chr6 121864702 121865076 cell1_MACS_peak_44176
1389 chr6 122233978 122234445 cell1_MACS_peak_44180
9013 chr6 122604941 122605469 cell1_MACS_peak_44185
224 chr6 122743042 122743634 cell1_MACS_peak_44186
2668 chr6 122973611 122974111 cell1_MACS_peak_44193
1720 chr10 1019934 1020445 cell1_MACS_peak_4420
7137 chr6 123115911 123116320 cell1_MACS_peak_44200
4763 chr6 123118991 123119925 cell1_MACS_peak_44201
3653 chr6 123126027 123126386 cell1_MACS_peak_44202
5279 chr6 123160659 123161006 cell1_MACS_peak_44203
23 chr6 123211328 123211900 cell1_MACS_peak_44204
6217 chr6 123377693 123378489 cell1_MACS_peak_44206
2837 chr6 123681536 123681959 cell1_MACS_peak_44210
882 chr6 123810708 123811246 cell1_MACS_peak_44211
6264 chr6 124462594 124463115 cell1_MACS_peak_44221
3602 chr10 1273819 1274422 cell1_MACS_peak_4424
9185 chr6 126394042 126394487 cell1_MACS_peak_44260
3772 chr6 126523860 126524286 cell1_MACS_peak_44264
7523 chr6 126986073 126986581 cell1_MACS_peak_44273
3746 chr6 127194852 127195433 cell1_MACS_peak_44278
6833 chr6 127347366 127347869 cell1_MACS_peak_44279
1997 chr6 127871597 127871908 cell1_MACS_peak_44290
7718 chr6 128048537 128048991 cell1_MACS_peak_44293
8008 chr6 128155133 128155710 cell1_MACS_peak_44294
4619 chr6 128259829 128260276 cell1_MACS_peak_44296
9468 chr6 128385486 128386137 cell1_MACS_peak_44300
6560 chr6 128452778 128453194 cell1_MACS_peak_44304
7103 chr6 128460624 128461162 cell1_MACS_peak_44305
8015 chr6 128691144 128691677 cell1_MACS_peak_44308
9398 chr6 128777135 128777583 cell1_MACS_peak_44311
7913 chr6 128836789 128837550 cell1_MACS_peak_44317
8996 chr6 128953259 128953720 cell1_MACS_peak_44322
5709 chr10 1565061 1565412 cell1_MACS_peak_4433
3453 chr6 129508145 129508629 cell1_MACS_peak_44331
7833 chr6 129585342 129585725 cell1_MACS_peak_44332
7732 chr6 129588037 129588508 cell1_MACS_peak_44333
6112 chr6 129662103 129662410 cell1_MACS_peak_44334
4295 chr6 129775211 129775639 cell1_MACS_peak_44337
991 chr10 1832446 1832902 cell1_MACS_peak_4436
1431 chr6 130508492 130508885 cell1_MACS_peak_44361
4327 chr6 130947226 130947604 cell1_MACS_peak_44370
4504 chr6 131064170 131064645 cell1_MACS_peak_44372
4419 chr6 131184376 131185211 cell1_MACS_peak_44375
1740 chr6 131253467 131254036 cell1_MACS_peak_44377
350 chr6 131254829 131255435 cell1_MACS_peak_44378
5690 chr6 131402625 131403127 cell1_MACS_peak_44384
857 chr6 131450786 131451328 cell1_MACS_peak_44388
4399 chr6 131456979 131457720 cell1_MACS_peak_44389
367 chr6 131823037 131823541 cell1_MACS_peak_44396
3533 chr6 131952761 131953260 cell1_MACS_peak_44399
6085 chr6 132215746 132216788 cell1_MACS_peak_44412
2243 chr6 132279500 132280844 cell1_MACS_peak_44418
8376 chr6 132297125 132298307 cell1_MACS_peak_44419
556 chr6 132303586 132304507 cell1_MACS_peak_44421
3087 chr6 132317089 132317541 cell1_MACS_peak_44422
6920 chr6 132320885 132321314 cell1_MACS_peak_44423
6087 chr6 132342623 132343700 cell1_MACS_peak_44424
1251 chr6 132384744 132385325 cell1_MACS_peak_44426
3574 chr6 132386617 132387088 cell1_MACS_peak_44427
5336 chr10 2121840 2122540 cell1_MACS_peak_4443
2135 chr6 132655291 132655948 cell1_MACS_peak_44431
5413 chr6 132712557 132712903 cell1_MACS_peak_44432
6728 chr6 133016875 133017322 cell1_MACS_peak_44437
1268 chr6 133030331 133030753 cell1_MACS_peak_44439
4896 chr6 133051615 133052127 cell1_MACS_peak_44440
9232 chr6 133055681 133056318 cell1_MACS_peak_44441
226 chr6 133126814 133127321 cell1_MACS_peak_44443
6213 chr10 2281757 2282112 cell1_MACS_peak_4445
6412 chr6 133373626 133373972 cell1_MACS_peak_44452
4871 chr6 133513552 133514013 cell1_MACS_peak_44457
2402 chr10 2305033 2305603 cell1_MACS_peak_4446
1225 chr6 134321506 134321953 cell1_MACS_peak_44475
1010 chr6 134381535 134381939 cell1_MACS_peak_44478
5055 chr6 134519065 134519739 cell1_MACS_peak_44483
403 chr6 134727346 134727802 cell1_MACS_peak_44489
8575 chr10 2647010 2647404 cell1_MACS_peak_4449
4576 chr6 134992776 134993262 cell1_MACS_peak_44496
9831 chr6 135048141 135048700 cell1_MACS_peak_44499
148 chr1 21187289 21187716 cell1_MACS_peak_445
6490 chr10 2715147 2715397 cell1_MACS_peak_4450
3648 chr6 135137407 135137864 cell1_MACS_peak_44504
1711 chr6 135313296 135313759 cell1_MACS_peak_44507
8546 chr10 2758721 2759203 cell1_MACS_peak_4451
4408 chr6 135655148 135655711 cell1_MACS_peak_44517
6853 chr6 135754252 135754708 cell1_MACS_peak_44520
3455 chr6 136037388 136037852 cell1_MACS_peak_44528
6978 chr6 136291810 136292333 cell1_MACS_peak_44531
9979 chr6 136404955 136405273 cell1_MACS_peak_44532
8900 chr6 137050174 137050802 cell1_MACS_peak_44542
9108 chr6 137322235 137322950 cell1_MACS_peak_44548
4691 chr6 137408961 137409423 cell1_MACS_peak_44552
9846 chr6 137415261 137415849 cell1_MACS_peak_44553
5822 chr6 137673867 137675833 cell1_MACS_peak_44563
9673 chr6 137978342 137979171 cell1_MACS_peak_44568
9678 chr6 138044317 138045695 cell1_MACS_peak_44571
1400 chr6 138173523 138173989 cell1_MACS_peak_44580
7548 chr6 138215822 138216419 cell1_MACS_peak_44584
7429 chr6 138408639 138409291 cell1_MACS_peak_44588
1511 chr6 138543808 138544471 cell1_MACS_peak_44592
4591 chr6 138619171 138619634 cell1_MACS_peak_44596
3181 chr6 138789805 138790331 cell1_MACS_peak_44599
93 chr10 3207824 3208191 cell1_MACS_peak_4460
7122 chr6 138849225 138849800 cell1_MACS_peak_44606
3389 chr6 138876545 138877237 cell1_MACS_peak_44611
9525 chr6 139829747 139830163 cell1_MACS_peak_44627
9159 chr6 139860764 139861409 cell1_MACS_peak_44629
2290 chr6 140064658 140065293 cell1_MACS_peak_44636
2121 chr6 140141303 140141711 cell1_MACS_peak_44640
56 chr6 140888712 140889061 cell1_MACS_peak_44657
6836 chr6 141032066 141032599 cell1_MACS_peak_44658
6592 chr6 141278349 141278870 cell1_MACS_peak_44668
2620 chr6 141702326 141702771 cell1_MACS_peak_44673
7630 chr6 141870125 141870673 cell1_MACS_peak_44678
4246 chr6 142247093 142247748 cell1_MACS_peak_44684
1246 chr6 142277432 142277940 cell1_MACS_peak_44685
9140 chr6 142644234 142645391 cell1_MACS_peak_44698
9215 chr6 142759136 142759626 cell1_MACS_peak_44706
9907 chr6 142765423 142765916 cell1_MACS_peak_44707
8424 chr6 142965943 142966485 cell1_MACS_peak_44712
5647 chr6 143056236 143056755 cell1_MACS_peak_44713
3668 chr6 143119622 143119954 cell1_MACS_peak_44714
3683 chr6 143154000 143154592 cell1_MACS_peak_44715
8111 chr6 143214323 143214737 cell1_MACS_peak_44722
2306 chr6 143718148 143719166 cell1_MACS_peak_44741
9935 chr6 143734229 143734821 cell1_MACS_peak_44744
3491 chr6 143856176 143856759 cell1_MACS_peak_44747
7252 chr6 143928134 143928630 cell1_MACS_peak_44750
2427 chr10 3769433 3769908 cell1_MACS_peak_4476
8257 chr6 144447840 144448353 cell1_MACS_peak_44764
3768 chr6 144643406 144643852 cell1_MACS_peak_44769
6096 chr6 144700501 144701019 cell1_MACS_peak_44774
2877 chr6 144716011 144716566 cell1_MACS_peak_44775
9034 chr6 144736171 144736765 cell1_MACS_peak_44776
3564 chr6 144855163 144855729 cell1_MACS_peak_44779
5414 chr6 144927025 144927656 cell1_MACS_peak_44781
9236 chr6 144974698 144975527 cell1_MACS_peak_44782
5950 chr10 3795622 3796020 cell1_MACS_peak_4479
203 chr1 21422506 21422997 cell1_MACS_peak_448
9128 chr6 145568617 145569255 cell1_MACS_peak_44800
5591 chr6 145587487 145589217 cell1_MACS_peak_44802
2452 chr6 145669975 145670489 cell1_MACS_peak_44804
4474 chr6 145720105 145720621 cell1_MACS_peak_44805
950 chr6 145726210 145726610 cell1_MACS_peak_44806
9498 chr6 145890252 145890692 cell1_MACS_peak_44808
3414 chr6 146212308 146213034 cell1_MACS_peak_44811
6384 chr6 147102985 147103345 cell1_MACS_peak_44827
4332 chr6 147192861 147193582 cell1_MACS_peak_44828
3143 chr6 147293618 147294105 cell1_MACS_peak_44833
2378 chr6 147488091 147488620 cell1_MACS_peak_44842
5522 chr6 147568272 147568865 cell1_MACS_peak_44846
7496 chr6 147738653 147739010 cell1_MACS_peak_44848
2158 chr6 148070568 148070856 cell1_MACS_peak_44851
7997 chr6 148408695 148409188 cell1_MACS_peak_44857
2819 chr6 149070833 149071242 cell1_MACS_peak_44871
7838 chr6 149190640 149191123 cell1_MACS_peak_44874
3735 chr6 149215286 149215730 cell1_MACS_peak_44877
9505 chr6 149292170 149292645 cell1_MACS_peak_44880
5057 chr6 149341373 149341779 cell1_MACS_peak_44884
2589 chr6 149418912 149419295 cell1_MACS_peak_44892
6566 chr6 149494218 149494710 cell1_MACS_peak_44894
7871 chr6 149617299 149617668 cell1_MACS_peak_44899
3114 chr6 149744498 149745021 cell1_MACS_peak_44902
7371 chr6 149818486 149818996 cell1_MACS_peak_44906
1505 chr6 149819485 149819772 cell1_MACS_peak_44907
3753 chr6 149957280 149957547 cell1_MACS_peak_44911
5451 chr6 149997918 149998462 cell1_MACS_peak_44912
6308 chr6 150176113 150176914 cell1_MACS_peak_44918
7635 chr6 150769397 150769689 cell1_MACS_peak_44932
4865 chr6 151041835 151042447 cell1_MACS_peak_44938
9605 chr6 151244161 151244633 cell1_MACS_peak_44945
6647 chr6 151381079 151381727 cell1_MACS_peak_44951
8492 chr6 151447076 151447639 cell1_MACS_peak_44957
9401 chr6 151638618 151639194 cell1_MACS_peak_44963
5175 chr6 151651256 151651682 cell1_MACS_peak_44964
7396 chr6 151823668 151824104 cell1_MACS_peak_44971
4882 chr6 151948733 151949718 cell1_MACS_peak_44974
3673 chr6 152067399 152067767 cell1_MACS_peak_44979
9294 chr10 4281104 4281461 cell1_MACS_peak_4498
1775 chr6 152124729 152125282 cell1_MACS_peak_44981
294 chr6 152411122 152411585 cell1_MACS_peak_44986
4056 chr6 152475730 152476089 cell1_MACS_peak_44989
2849 chr6 152622118 152623092 cell1_MACS_peak_44991
1806 chr6 152635307 152635777 cell1_MACS_peak_44992
2750 chr6 152779696 152780205 cell1_MACS_peak_44997
9209 chr6 153322706 153323286 cell1_MACS_peak_45007
6352 chr10 4322733 4323218 cell1_MACS_peak_4501
9683 chr6 153488354 153488910 cell1_MACS_peak_45013
4464 chr6 153530807 153531214 cell1_MACS_peak_45015
2309 chr6 153575127 153575437 cell1_MACS_peak_45016
3685 chr6 153694923 153695315 cell1_MACS_peak_45018
7583 chr10 4334229 4334674 cell1_MACS_peak_4502
6043 chr6 153976482 153976931 cell1_MACS_peak_45023
5125 chr6 154041829 154042243 cell1_MACS_peak_45025
6179 chr6 154170209 154170644 cell1_MACS_peak_45030
2236 chr6 154572141 154572694 cell1_MACS_peak_45039
1650 chr10 4380919 4381277 cell1_MACS_peak_4504
9193 chr6 154619424 154619911 cell1_MACS_peak_45041
8285 chr6 154708389 154708967 cell1_MACS_peak_45044
6677 chr6 154802571 154803381 cell1_MACS_peak_45050
1564 chr6 154832455 154832834 cell1_MACS_peak_45053
2702 chr6 155282883 155283367 cell1_MACS_peak_45061
4664 chr6 155325815 155326182 cell1_MACS_peak_45065
778 chr6 155405556 155406103 cell1_MACS_peak_45069
4977 chr10 4501688 4502221 cell1_MACS_peak_4507
1715 chr6 155455551 155455841 cell1_MACS_peak_45071
186 chr6 155630292 155630824 cell1_MACS_peak_45077
5377 chr6 155648248 155650798 cell1_MACS_peak_45079
1475 chr6 155720101 155721065 cell1_MACS_peak_45081
1066 chr6 155812397 155813106 cell1_MACS_peak_45084
5703 chr6 155814589 155815290 cell1_MACS_peak_45085
6209 chr6 155845135 155845776 cell1_MACS_peak_45086
2538 chr6 155850050 155850698 cell1_MACS_peak_45088
3380 chr10 4562218 4562542 cell1_MACS_peak_4509
805 chr6 155966461 155966854 cell1_MACS_peak_45090
4491 chr6 156122235 156122627 cell1_MACS_peak_45092
6559 chr6 156363232 156363733 cell1_MACS_peak_45093
1096 chr6 156610065 156610493 cell1_MACS_peak_45096
6394 chr6 156748433 156748899 cell1_MACS_peak_45098
5598 chr6 156900691 156901104 cell1_MACS_peak_45102
2373 chr10 4718662 4718900 cell1_MACS_peak_4511
7258 chr6 157375681 157376222 cell1_MACS_peak_45110
4366 chr6 157745955 157746588 cell1_MACS_peak_45117
2836 chr10 4719843 4720604 cell1_MACS_peak_4512
3256 chr6 158153180 158153926 cell1_MACS_peak_45130
4903 chr6 158406164 158407513 cell1_MACS_peak_45145
2216 chr6 158465068 158465676 cell1_MACS_peak_45153
7461 chr6 158743308 158744802 cell1_MACS_peak_45161
2066 chr6 158902527 158903112 cell1_MACS_peak_45165
6100 chr10 4813537 4813830 cell1_MACS_peak_4517
8998 chr6 159763197 159763505 cell1_MACS_peak_45188
4613 chr6 159934058 159934495 cell1_MACS_peak_45190
2308 chr6 159952395 159952694 cell1_MACS_peak_45191
4281 chr6 159976171 159976476 cell1_MACS_peak_45192
4640 chr6 160027819 160028109 cell1_MACS_peak_45193
732 chr6 160179457 160180051 cell1_MACS_peak_45196
1118 chr6 160187942 160188455 cell1_MACS_peak_45197
602 chr6 160298326 160298905 cell1_MACS_peak_45200
2058 chr6 160319826 160320280 cell1_MACS_peak_45201
9447 chr6 160463716 160464578 cell1_MACS_peak_45209
1238 chr10 4900264 4900490 cell1_MACS_peak_4522
7959 chr6 160845228 160845789 cell1_MACS_peak_45223
4269 chr6 161095135 161095338 cell1_MACS_peak_45227
5048 chr6 161158857 161159397 cell1_MACS_peak_45228
1313 chr6 161245464 161245883 cell1_MACS_peak_45230
585 chr6 161393286 161393525 cell1_MACS_peak_45232
6459 chr6 161493422 161493991 cell1_MACS_peak_45235
5574 chr6 161619768 161620317 cell1_MACS_peak_45238
9850 chr6 161698949 161699298 cell1_MACS_peak_45240
3139 chr6 161957231 161957583 cell1_MACS_peak_45248
2153 chr6 162052970 162053468 cell1_MACS_peak_45252
7129 chr6 162632830 162633180 cell1_MACS_peak_45264
3526 chr6 162734800 162735239 cell1_MACS_peak_45268
4412 chr6 163399794 163400063 cell1_MACS_peak_45278
2745 chr6 163829363 163830168 cell1_MACS_peak_45286
7584 chr6 163910390 163911088 cell1_MACS_peak_45288
7273 chr6 164106886 164107235 cell1_MACS_peak_45294
8641 chr6 164129356 164129817 cell1_MACS_peak_45296
6950 chr6 164159587 164160139 cell1_MACS_peak_45298
715 chr6 164456986 164457469 cell1_MACS_peak_45301
6305 chr6 164461961 164462344 cell1_MACS_peak_45302
3270 chr6 164469956 164470228 cell1_MACS_peak_45303
4166 chr6 164483840 164484405 cell1_MACS_peak_45304
5325 chr6 165177151 165177509 cell1_MACS_peak_45315
6881 chr6 165491327 165491720 cell1_MACS_peak_45319
8228 chr6 165595252 165595645 cell1_MACS_peak_45320
5715 chr6 165764579 165764880 cell1_MACS_peak_45322
2535 chr6 166063170 166063624 cell1_MACS_peak_45326
3616 chr6 166217478 166217937 cell1_MACS_peak_45327
8920 chr10 5275983 5276479 cell1_MACS_peak_4533
666 chr6 166327647 166328172 cell1_MACS_peak_45330
5863 chr6 166334734 166335118 cell1_MACS_peak_45331
2162 chr6 166691995 166692501 cell1_MACS_peak_45341
3887 chr6 167013706 167014165 cell1_MACS_peak_45353
7294 chr6 167394256 167394791 cell1_MACS_peak_45364
328 chr6 167554471 167555266 cell1_MACS_peak_45368
8686 chr6 167699783 167700210 cell1_MACS_peak_45378
2821 chr6 167723768 167724163 cell1_MACS_peak_45381
2348 chr10 5576279 5576588 cell1_MACS_peak_4539
2186 chr6 168143320 168143967 cell1_MACS_peak_45397
5609 chr6 168162379 168163600 cell1_MACS_peak_45398
6431 chr6 168206626 168207508 cell1_MACS_peak_45403
3898 chr6 168218445 168218939 cell1_MACS_peak_45404
1002 chr6 168294086 168294498 cell1_MACS_peak_45409
779 chr6 168321052 168321532 cell1_MACS_peak_45411
2954 chr6 168332879 168333928 cell1_MACS_peak_45412
3203 chr6 168601261 168601794 cell1_MACS_peak_45419
1281 chr6 168686730 168687293 cell1_MACS_peak_45425
2385 chr6 168965928 168966316 cell1_MACS_peak_45431
6457 chr6 169368321 169368948 cell1_MACS_peak_45436
9383 chr6 169653900 169654237 cell1_MACS_peak_45440
2453 chr6 169703284 169703758 cell1_MACS_peak_45444
8033 chr6 170200404 170201269 cell1_MACS_peak_45457
7770 chr6 170233329 170233826 cell1_MACS_peak_45459
7399 chr7 455489 455761 cell1_MACS_peak_45469
2516 chr10 5721495 5722050 cell1_MACS_peak_4547
6918 chr7 771759 772232 cell1_MACS_peak_45476
7465 chr7 1012089 1013107 cell1_MACS_peak_45482
3895 chr7 1016622 1017840 cell1_MACS_peak_45484
6749 chr7 1120161 1120570 cell1_MACS_peak_45488
8691 chr7 1182561 1182783 cell1_MACS_peak_45490
8565 chr7 2006836 2007286 cell1_MACS_peak_45503
3156 chr7 2067236 2067660 cell1_MACS_peak_45504
3666 chr7 2349416 2349854 cell1_MACS_peak_45508
3919 chr10 5903326 5903711 cell1_MACS_peak_4551
1005 chr7 2513170 2513563 cell1_MACS_peak_45510
815 chr7 2661766 2662155 cell1_MACS_peak_45514
6224 chr10 5904274 5904690 cell1_MACS_peak_4552
3508 chr7 2723839 2724038 cell1_MACS_peak_45520
3242 chr7 2841663 2842629 cell1_MACS_peak_45522
7444 chr7 2848891 2849307 cell1_MACS_peak_45524
9471 chr7 2857095 2857442 cell1_MACS_peak_45525
906 chr7 3228523 3228918 cell1_MACS_peak_45534
7899 chr7 3234183 3234820 cell1_MACS_peak_45535
7025 chr7 3278160 3278514 cell1_MACS_peak_45536
3810 chr7 3417867 3418400 cell1_MACS_peak_45539
1643 chr7 3533170 3533512 cell1_MACS_peak_45543
1862 chr7 3619329 3619773 cell1_MACS_peak_45545
4574 chr7 3907546 3907880 cell1_MACS_peak_45550
2934 chr7 3992790 3993123 cell1_MACS_peak_45554
7182 chr7 4445865 4446276 cell1_MACS_peak_45559
4917 chr10 6010622 6011229 cell1_MACS_peak_4556
6751 chr7 5625965 5626377 cell1_MACS_peak_45583
9792 chr7 5740732 5741215 cell1_MACS_peak_45585
1577 chr7 5792179 5792765 cell1_MACS_peak_45586
4790 chr7 6090445 6090952 cell1_MACS_peak_45591
478 chr7 6277897 6278440 cell1_MACS_peak_45598
7942 chr1 21655554 21656438 cell1_MACS_peak_456
2060 chr10 6093135 6093483 cell1_MACS_peak_4560
855 chr7 6618093 6618603 cell1_MACS_peak_45612
8204 chr7 7154247 7154837 cell1_MACS_peak_45615
1250 chr7 7532186 7532556 cell1_MACS_peak_45620
2203 chr7 7556299 7556800 cell1_MACS_peak_45621
160 chr7 7648993 7649311 cell1_MACS_peak_45625
7724 chr7 7733515 7733872 cell1_MACS_peak_45626
4345 chr7 7771198 7771764 cell1_MACS_peak_45629
8620 chr7 8842332 8842679 cell1_MACS_peak_45638
6968 chr7 9164885 9165194 cell1_MACS_peak_45642
9250 chr7 9269172 9269516 cell1_MACS_peak_45646
6928 chr7 9930555 9931031 cell1_MACS_peak_45652
9517 chr7 10276909 10277494 cell1_MACS_peak_45655
4115 chr7 10482300 10482623 cell1_MACS_peak_45658
3992 chr7 10914370 10914602 cell1_MACS_peak_45662
1592 chr7 10990867 10991161 cell1_MACS_peak_45663
1578 chr7 11038888 11039489 cell1_MACS_peak_45664
8321 chr7 11518533 11518976 cell1_MACS_peak_45667
4915 chr7 12238998 12239560 cell1_MACS_peak_45677
7771 chr7 12254679 12255043 cell1_MACS_peak_45679
3161 chr7 12588816 12589029 cell1_MACS_peak_45683
7341 chr7 13005409 13005888 cell1_MACS_peak_45696
3811 chr7 13071197 13071515 cell1_MACS_peak_45698
7734 chr7 13082291 13082684 cell1_MACS_peak_45699
5235 chr7 13591051 13591508 cell1_MACS_peak_45707
3276 chr7 13724077 13724492 cell1_MACS_peak_45709
6577 chr7 13810000 13810436 cell1_MACS_peak_45710
4165 chr7 13880995 13881259 cell1_MACS_peak_45711
2401 chr7 13950505 13951031 cell1_MACS_peak_45714
1494 chr7 14246775 14247017 cell1_MACS_peak_45720
6262 chr7 14989722 14989972 cell1_MACS_peak_45729
3655 chr10 6793308 6793747 cell1_MACS_peak_4573
5979 chr7 15661016 15661417 cell1_MACS_peak_45740
8582 chr7 15804704 15805017 cell1_MACS_peak_45741
4878 chr7 16275373 16275823 cell1_MACS_peak_45746
90 chr7 16573732 16574114 cell1_MACS_peak_45751
5343 chr10 6882082 6882441 cell1_MACS_peak_4576
3944 chr7 16958123 16958642 cell1_MACS_peak_45762
450 chr7 17088064 17088527 cell1_MACS_peak_45769
7196 chr7 17169735 17170793 cell1_MACS_peak_45773
7136 chr7 17172245 17172855 cell1_MACS_peak_45774
1309 chr7 17371474 17371881 cell1_MACS_peak_45781
3962 chr7 17411295 17411817 cell1_MACS_peak_45782
803 chr7 17525466 17526117 cell1_MACS_peak_45787
1860 chr7 17586156 17586713 cell1_MACS_peak_45791
8758 chr7 17600108 17600624 cell1_MACS_peak_45793
4952 chr7 17672622 17673237 cell1_MACS_peak_45797
9462 chr7 17895338 17895762 cell1_MACS_peak_45803
5052 chr7 18357050 18357328 cell1_MACS_peak_45810
5687 chr7 18378526 18378894 cell1_MACS_peak_45811
7662 chr7 19118609 19119115 cell1_MACS_peak_45815
8812 chr7 19218250 19218605 cell1_MACS_peak_45816
4947 chr7 19891104 19891552 cell1_MACS_peak_45820
1649 chr7 20799379 20799722 cell1_MACS_peak_45830
3978 chr7 20934408 20934729 cell1_MACS_peak_45831
260 chr7 21354405 21354862 cell1_MACS_peak_45838
4520 chr7 21578475 21578953 cell1_MACS_peak_45842
5851 chr7 21656590 21657028 cell1_MACS_peak_45843
7872 chr7 21845950 21846425 cell1_MACS_peak_45847
6842 chr7 22146915 22147261 cell1_MACS_peak_45850
6538 chr7 22397197 22397795 cell1_MACS_peak_45859
2331 chr10 7478456 7478832 cell1_MACS_peak_4586
8831 chr7 22398382 22399494 cell1_MACS_peak_45860
4873 chr7 22508206 22508594 cell1_MACS_peak_45866
3121 chr7 22709664 22710152 cell1_MACS_peak_45871
6801 chr7 22848294 22848672 cell1_MACS_peak_45873
7799 chr10 7567230 7567676 cell1_MACS_peak_4588
3784 chr7 23359744 23360358 cell1_MACS_peak_45887
3601 chr7 23373949 23374680 cell1_MACS_peak_45888
8522 chr7 23396766 23397419 cell1_MACS_peak_45889
7430 chr7 23690918 23691239 cell1_MACS_peak_45896
6386 chr7 23802317 23802691 cell1_MACS_peak_45898
5256 chr10 7742338 7743200 cell1_MACS_peak_4590
3598 chr7 24092428 24092893 cell1_MACS_peak_45900
8206 chr7 24693862 24694294 cell1_MACS_peak_45908
2964 chr7 24795118 24795778 cell1_MACS_peak_45909
3041 chr7 24880135 24880714 cell1_MACS_peak_45912
9655 chr7 24882265 24882758 cell1_MACS_peak_45913
4975 chr7 25878885 25879442 cell1_MACS_peak_45930
1819 chr7 26109857 26110369 cell1_MACS_peak_45939
9622 chr7 26312882 26313317 cell1_MACS_peak_45943
4663 chr7 26324065 26324625 cell1_MACS_peak_45944
3473 chr10 8095942 8096239 cell1_MACS_peak_4596
8024 chr7 27710350 27710657 cell1_MACS_peak_45967
6899 chr7 27955988 27956358 cell1_MACS_peak_45976
9192 chr7 28214637 28215167 cell1_MACS_peak_45982
2405 chr7 28844471 28845047 cell1_MACS_peak_45990
7802 chr7 28847807 28848186 cell1_MACS_peak_45991
4276 chr7 29140001 29140492 cell1_MACS_peak_45998
7498 chr7 29155769 29156376 cell1_MACS_peak_45999
4943 chr10 8284273 8284554 cell1_MACS_peak_4600
1019 chr7 29165349 29165691 cell1_MACS_peak_46000
2902 chr7 29183615 29183842 cell1_MACS_peak_46001
8185 chr7 29235031 29235630 cell1_MACS_peak_46004
2504 chr7 29246920 29247577 cell1_MACS_peak_46005
9853 chr7 29376622 29377370 cell1_MACS_peak_46009
4057 chr7 29415146 29416047 cell1_MACS_peak_46011
1220 chr7 29522719 29523386 cell1_MACS_peak_46015
4571 chr7 30981959 30982499 cell1_MACS_peak_46036
8645 chr7 31213170 31213597 cell1_MACS_peak_46038
835 chr7 32413902 32414166 cell1_MACS_peak_46052
6225 chr7 32555358 32556103 cell1_MACS_peak_46058
1080 chr7 33762372 33762843 cell1_MACS_peak_46071
9526 chr7 34402707 34403082 cell1_MACS_peak_46083
2889 chr7 34546176 34546540 cell1_MACS_peak_46085
8375 chr7 34978552 34979090 cell1_MACS_peak_46090
3904 chr7 35238461 35238696 cell1_MACS_peak_46092
4656 chr7 35595512 35596110 cell1_MACS_peak_46096
2107 chr7 35646926 35647295 cell1_MACS_peak_46099
8296 chr10 9033426 9033916 cell1_MACS_peak_4610
9265 chr7 35776235 35776802 cell1_MACS_peak_46106
6570 chr7 36094341 36094723 cell1_MACS_peak_46109
